18	0.9876	0.978	0.9808	0.9744	0.9944	0.9806	0.9882	0.9908	0.9894	0.0	0.978	0.9846	0.992	0.9866	0.9754	0.9884	0.9814	0.991	0.9846	0.9882	0.9892	0.9776	0.9808	0.9926	0.978
19	0.9506	0.959	0.8966	0.9426	0.9902	0.9334	0.9528	0.9792	0.9774	0.978	0.0	0.9758	0.9722	0.9714	0.9394	0.9802	0.9688	0.9602	0.9654	0.9576	0.9772	0.9336	0.9344	0.9724	0.9308
2	0.9838	0.9652	0.9718	0.967	0.997	0.9748	0.9736	0.9884	0.9894	0.9846	0.9758	0.0	0.99	0.9692	0.9734	0.9694	0.9722	0.9882	0.9818	0.9822	0.9832	0.9658	0.974	0.9884	0.9704
20	0.981	0.9802	0.9576	0.971	0.982	0.96	0.9762	0.993	0.945	0.992	0.9722	0.99	0.0	0.983	0.9568	0.9904	0.9848	0.9624	0.9506	0.9714	0.964	0.9496	0.9804	0.9438	0.9614
21	0.984	0.916	0.9692	0.9622	0.9678	0.9644	0.9624	0.9862	0.97	0.9866	0.9714	0.9692	0.983	0.0	0.9602	0.962	0.951	0.9772	0.955	0.9688	0.9576	0.9354	0.9616	0.9754	0.9622
22	0.9684	0.9574	0.9492	0.9588	0.98	0.9434	0.974	0.9872	0.96	0.9754	0.9394	0.9734	0.9568	0.9602	0.0	0.9824	0.962	0.9552	0.9472	0.97	0.947	0.9438	0.9606	0.958	0.9538
23	0.9912	0.9696	0.9806	0.9762	0.998	0.9834	0.9286	0.9924	0.9922	0.9884	0.9802	0.9694	0.9904	0.962	0.9824	0.0	0.982	0.9868	0.981	0.9738	0.9968	0.9648	0.9896	0.9918	0.9758
24	0.9828	0.9424	0.9634	0.9684	0.9908	0.9632	0.9758	0.985	0.9832	0.9814	0.9688	0.9722	0.9848	0.951	0.962	0.982	0.0	0.9872	0.9748	0.977	0.9636	0.9476	0.9636	0.9858	0.9694
25	0.9168	0.9716	0.9486	0.9762	0.993	0.9542	0.9728	0.9902	0.9828	0.991	0.9602	0.9882	0.9624	0.9772	0.9552	0.9868	0.9872	0.0	0.9744	0.9634	0.9866	0.9468	0.9846	0.9516	0.9538
3	0.9792	0.9558	0.9664	0.9516	0.9844	0.953	0.9782	0.9908	0.9554	0.9846	0.9654	0.9818	0.9506	0.955	0.9472	0.981	0.9748	0.9744	0.0	0.9866	0.972	0.948	0.972	0.9582	0.965
4	0.9724	0.9816	0.909	0.9842	0.9966	0.958	0.9114	0.9996	0.9934	0.9882	0.9576	0.9822	0.9714	0.9688	0.97	0.9738	0.977	0.9634	0.9866	0.0	0.9882	0.9288	0.991	0.9668	0.9096
5	0.9814	0.9456	0.9754	0.975	0.9792	0.9774	0.9864	0.9882	0.9744	0.9892	0.9772	0.9832	0.964	0.9576	0.947	0.9968	0.9636	0.9866	0.972	0.9882	0.0	0.9698	0.9688	0.9692	0.9724
6	0.9618	0.891	0.9038	0.927	0.9824	0.9268	0.929	0.9812	0.9688	0.9776	0.9336	0.9658	0.9496	0.9354	0.9438	0.9648	0.9476	0.9468	0.948	0.9288	0.9698	0.0	0.9462	0.9304	0.8962
7	0.9742	0.9356	0.9334	0.9488	0.983	0.9614	0.9812	0.9732	0.9694	0.9808	0.9344	0.974	0.9804	0.9616	0.9606	0.9896	0.9636	0.9846	0.972	0.991	0.9688	0.9462	0.0	0.9824	0.9664
8	0.9744	0.9764	0.9362	0.981	0.9772	0.9506	0.9772	0.993	0.9614	0.9926	0.9724	0.9884	0.9438	0.9754	0.958	0.9918	0.9858	0.9516	0.9582	0.9668	0.9692	0.9304	0.9824	0.0	0.9546
9	0.9532	0.9426	0.9134	0.953	0.99	0.9404	0.9208	0.9898	0.9824	0.978	0.9308	0.9704	0.9614	0.9622	0.9538	0.9758	0.9694	0.9538	0.965	0.9096	0.9724	0.8962	0.9664	0.9546	0.0
