# Constructed from biom file
#OTU ID	1	10	10R	10S	11	11R	11S	12	12R	12S	13	13R	13S	14	14R	14S	15	15R	15S	16	16R	16S	17	17R	17S	18	18R	18S	19	19R	19S	1R	1S	2	20	20R	20S	21	21R	21S	22	22R	22S	23	23R	23S	24	24R	24S	25	25R	25S	26	26R	26S	27	27R	27S	28R	28S	29R	29S	2R	2S	3	30R	30S	31R	31S	32R	32S	33R	33S	34R	34S	35R	36R	37R	38R	39R	39S	3R	3S	4	40R	41R	42R	42S	43R	44R	44S	45R	46S	47R	48R	48S	49R	49S	4R	4S	5	50R	50S	51R	51S	52R	52S	53R	53S	54R	54S	55R	55S	56R	57R	58R	58S	59R	59S	5R	6	60R	60S	61R	61S	63S	64S	65S	6R	6S	7	7R	7S	8	8S	9	9R	9S	A12	B12	C12	D08	D12	E08	E12	F08	F12	G08	G12	H08	H11	H12	taxonomy
k__fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;__	1627.0	8310.0	9487.0	4390.0	5791.0	4617.0	9470.0	2475.0	550.0	6265.0	8613.0	572.0	3967.0	2636.0	849.0	12917.0	2755.0	334.0	7044.0	2538.0	2789.0	19962.0	8325.0	509.0	15530.0	2615.0	4169.0	6696.0	6489.0	0.0	9321.0	0.0	9057.0	10521.0	11797.0	1290.0	12448.0	4468.0	3408.0	16488.0	9120.0	1279.0	18879.0	4807.0	1185.0	4451.0	6196.0	1050.0	8713.0	4920.0	719.0	7864.0	2791.0	440.0	2957.0	0.0	3164.0	14977.0	9929.0	6112.0	1259.0	9609.0	1396.0	6119.0	2972.0	5588.0	11520.0	1890.0	10759.0	546.0	10340.0	5521.0	6271.0	6804.0	5608.0	809.0	680.0	10260.0	2326.0	2640.0	10624.0	2264.0	12403.0	3711.0	4194.0	0.0	7097.0	6127.0	13940.0	8289.0	12859.0	2452.0	8145.0	6936.0	3592.0	2797.0	7011.0	11377.0	11043.0	12464.0	7919.0	1671.0	2270.0	0.0	6037.0	14525.0	19730.0	6655.0	8434.0	16102.0	637.0	12556.0	8059.0	9698.0	5373.0	1841.0	7653.0	894.0	4126.0	8398.0	4047.0	3796.0	772.0	7134.0	4144.0	6692.0	4220.0	11243.0	8634.0	13899.0	9505.0	8277.0	4780.0	6586.0	11563.0	5611.0	8423.0	10259.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__Alguacil12a Para 1	2308.0	1073.0	781.0	782.0	677.0	246.0	2135.0	709.0	8404.0	496.0	335.0	4044.0	3679.0	116.0	3181.0	10197.0	1713.0	6433.0	1888.0	216.0	3086.0	1621.0	1105.0	1996.0	2684.0	2918.0	1942.0	418.0	1282.0	0.0	2547.0	8.0	1309.0	1029.0	238.0	15038.0	2793.0	579.0	8074.0	2392.0	2153.0	4302.0	2956.0	634.0	464.0	1149.0	2709.0	8439.0	290.0	630.0	3480.0	399.0	83.0	2303.0	328.0	0.0	602.0	1379.0	865.0	3509.0	5472.0	630.0	389.0	646.0	509.0	15979.0	1685.0	1520.0	920.0	9955.0	1093.0	10172.0	251.0	1475.0	640.0	4333.0	6827.0	3426.0	5727.0	10589.0	1284.0	1487.0	5496.0	145.0	3678.0	0.0	2773.0	901.0	2461.0	5574.0	5312.0	4740.0	776.0	9869.0	1756.0	4408.0	949.0	2251.0	573.0	2036.0	902.0	4508.0	4074.0	0.0	424.0	2430.0	601.0	5113.0	1432.0	2118.0	137.0	222.0	7680.0	5937.0	11632.0	7322.0	973.0	519.0	56.0	206.0	652.0	2594.0	11265.0	8362.0	121.0	1660.0	1728.0	4809.0	1136.0	3195.0	1070.0	3526.0	21871.0	885.0	1642.0	322.0	6377.0	2205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;__	5119.0	554.0	195.0	794.0	309.0	60.0	82.0	109.0	109.0	99.0	0.0	2124.0	626.0	18.0	158.0	372.0	113.0	2002.0	1797.0	118.0	192.0	243.0	226.0	3631.0	886.0	4445.0	362.0	317.0	34.0	0.0	1667.0	0.0	80.0	363.0	0.0	10089.0	1005.0	640.0	1882.0	290.0	334.0	88.0	4402.0	1771.0	279.0	1374.0	840.0	5408.0	1997.0	379.0	3214.0	1057.0	71.0	1738.0	3995.0	0.0	225.0	576.0	226.0	782.0	11565.0	673.0	197.0	202.0	2482.0	1545.0	131.0	1705.0	325.0	7321.0	207.0	380.0	1201.0	164.0	42.0	7348.0	216.0	3111.0	2145.0	3760.0	1032.0	1173.0	503.0	426.0	2474.0	0.0	321.0	744.0	231.0	3050.0	1105.0	2486.0	168.0	2590.0	300.0	4972.0	2510.0	1198.0	558.0	381.0	784.0	710.0	384.0	0.0	185.0	320.0	488.0	2361.0	1334.0	162.0	15669.0	154.0	924.0	678.0	2200.0	672.0	3826.0	4727.0	720.0	1585.0	459.0	2312.0	415.0	245.0	0.0	736.0	941.0	917.0	198.0	505.0	851.0	3079.0	272.0	1427.0	247.0	1192.0	5054.0	711.0	0.0	0.0	0.0	0.0	0.0	28.0	19.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0
k__fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__Glom 1B.13	203.0	33.0	9.0	0.0	288.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	15.0	22.0	14.0	0.0	0.0	0.0	62.0	176.0	0.0	0.0	0.0	190.0	0.0	3001.0	0.0	0.0	1814.0	0.0	31.0	0.0	0.0	150.0	24.0	26.0	106.0	1160.0	333.0	0.0	10.0	158.0	449.0	0.0	1506.0	12.0	751.0	6.0	59.0	155.0	1744.0	383.0	0.0	0.0	14.0	0.0	335.0	10.0	308.0	6.0	46.0	0.0	0.0	6.0	21.0	108.0	22.0	0.0	0.0	25.0	28.0	76.0	84.0	213.0	0.0	0.0	0.0	28.0	384.0	0.0	327.0	213.0	244.0	133.0	56.0	0.0	13.0	0.0	71.0	569.0	1400.0	113.0	375.0	162.0	0.0	179.0	0.0	1307.0	2760.0	445.0	39.0	250.0	10.0	0.0	6.0	0.0	0.0	77.0	5.0	225.0	85.0	0.0	0.0	1771.0	3425.0	112.0	66.0	3061.0	41.0	18.0	0.0	314.0	10.0	0.0	50.0	48.0	14.0	351.0	9057.0	238.0	224.0	165.0	140.0	0.0	14.0	269.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Wirsel OTU16	0.0	0.0	13135.0	0.0	0.0	399.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	835.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	993.0	464.0	0.0	1361.0	9.0	0.0	0.0	3334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1547.0	0.0	0.0	0.0	0.0	6386.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	2264.0	218.0	7106.0	1352.0	458.0	560.0	3614.0	11.0	0.0	33.0	0.0	1832.0	3292.0	10.0	0.0	1219.0	232.0	0.0	2086.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__fungi;p__Glomeromycota;__;__;__;__;__	1577.0	2594.0	269.0	1209.0	532.0	1226.0	1594.0	830.0	27.0	1168.0	200.0	113.0	1757.0	2574.0	24.0	2920.0	1171.0	24.0	1744.0	7783.0	250.0	3409.0	1192.0	167.0	5795.0	976.0	599.0	1169.0	1850.0	0.0	2630.0	0.0	1846.0	1162.0	2232.0	59.0	1982.0	1524.0	203.0	2492.0	1484.0	63.0	4128.0	7979.0	0.0	756.0	1691.0	21.0	1690.0	773.0	158.0	1092.0	536.0	188.0	306.0	0.0	195.0	3597.0	1305.0	875.0	1052.0	2395.0	2479.0	805.0	617.0	411.0	3450.0	268.0	1736.0	48.0	2102.0	2032.0	2036.0	206.0	745.0	16.0	59.0	93.0	554.0	373.0	1466.0	213.0	2292.0	755.0	2164.0	0.0	143.0	1436.0	257.0	785.0	2076.0	1581.0	8301.0	2261.0	1328.0	871.0	400.0	2642.0	117.0	1749.0	953.0	199.0	1864.0	0.0	4837.0	1062.0	1285.0	498.0	3191.0	2392.0	1255.0	2060.0	2497.0	807.0	549.0	470.0	2445.0	63.0	2703.0	270.0	1670.0	974.0	154.0	204.0	2419.0	1942.0	1958.0	2688.0	127.0	3736.0	1324.0	477.0	1212.0	1321.0	6843.0	2441.0	149.0	2396.0	6897.0	10629.0	4452.0	0.0	2149.0	0.0	4649.0	0.0	967.0	0.0	369.0	21.0	0.0	813.0
k__fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Douhan3	0.0	29.0	192.0	903.0	0.0	388.0	1865.0	0.0	96.0	1068.0	0.0	81.0	101.0	42.0	662.0	52.0	0.0	45.0	5085.0	0.0	99.0	244.0	0.0	61.0	0.0	766.0	248.0	271.0	118.0	0.0	598.0	0.0	0.0	0.0	0.0	109.0	1555.0	0.0	678.0	240.0	0.0	119.0	110.0	0.0	11.0	203.0	0.0	77.0	80.0	0.0	161.0	1510.0	0.0	13.0	393.0	0.0	364.0	0.0	419.0	868.0	0.0	2242.0	0.0	11.0	0.0	30.0	47.0	1091.0	478.0	35.0	168.0	67.0	163.0	1151.0	499.0	64.0	11.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	77.0	9.0	0.0	307.0	0.0	155.0	0.0	0.0	0.0	0.0	16.0	750.0	0.0	0.0	0.0	0.0	0.0	452.0	0.0	18.0	93.0	62.0	0.0	0.0	0.0	0.0	90.0	92.0	0.0	26.0	0.0	580.0	2913.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	53.0	928.0	3.0	0.0	23.0	81.0	0.0	207.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;__;__;__	1170.0	456.0	0.0	884.0	1130.0	1404.0	379.0	316.0	165.0	2066.0	460.0	10.0	364.0	260.0	330.0	959.0	409.0	0.0	1497.0	375.0	0.0	4794.0	673.0	27.0	1327.0	175.0	1786.0	237.0	706.0	0.0	978.0	0.0	401.0	861.0	303.0	100.0	1037.0	872.0	67.0	599.0	1073.0	4.0	1949.0	1096.0	0.0	407.0	786.0	8.0	657.0	536.0	10.0	1877.0	74.0	5.0	287.0	0.0	304.0	544.0	102.0	1722.0	0.0	477.0	58.0	468.0	239.0	130.0	1207.0	250.0	603.0	4.0	614.0	1184.0	1224.0	46.0	90.0	0.0	19.0	0.0	0.0	37.0	1814.0	37.0	780.0	2947.0	49.0	0.0	61.0	146.0	0.0	64.0	129.0	109.0	584.0	16.0	83.0	29.0	6.0	394.0	0.0	795.0	257.0	12.0	325.0	0.0	79.0	36.0	630.0	2.0	922.0	79.0	24.0	530.0	2308.0	180.0	44.0	30.0	625.0	0.0	224.0	196.0	200.0	39.0	40.0	13.0	6.0	368.0	1233.0	222.0	0.0	574.0	976.0	556.0	942.0	4876.0	1737.0	2154.0	706.0	482.0	58.0	795.0	0.0	0.0	87.0	0.0	164.0	0.0	88.0	0.0	0.0	0.0	0.0	5.0
k__fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__IH1	155.0	1195.0	98.0	49.0	30.0	23.0	83.0	0.0	15.0	14.0	38.0	30.0	43.0	14.0	0.0	74.0	86.0	71.0	90.0	65.0	7.0	55.0	165.0	36.0	241.0	35.0	75.0	139.0	68.0	0.0	319.0	0.0	0.0	0.0	163.0	33.0	219.0	513.0	40.0	77.0	555.0	64.0	1452.0	208.0	0.0	48.0	428.0	13.0	57.0	26.0	13.0	57.0	226.0	352.0	261.0	0.0	39.0	128.0	469.0	23.0	93.0	3491.0	188.0	187.0	72.0	21.0	255.0	10.0	17.0	11.0	141.0	179.0	84.0	238.0	40.0	10.0	93.0	0.0	409.0	39.0	96.0	12.0	42.0	26.0	556.0	0.0	0.0	136.0	16.0	18.0	770.0	149.0	107.0	2152.0	99.0	2.0	4.0	111.0	64.0	63.0	339.0	21.0	302.0	0.0	4.0	32.0	18.0	5.0	544.0	40.0	20.0	0.0	122.0	371.0	191.0	105.0	46.0	4.0	29.0	0.0	713.0	104.0	8.0	96.0	0.0	81.0	30.0	99.0	9.0	75.0	59.0	23.0	227.0	176.0	26.0	101.0	22.0	77.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__Alguacil12b ACA1	0.0	65.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	7.0	35.0	0.0	0.0	0.0	62.0	0.0	143.0	0.0	40.0	1106.0	2.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	1151.0	58.0	0.0	0.0	132.0	2.0	0.0	41.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	29.0	0.0	0.0	0.0	2.0	0.0	20.0	12.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	432.0	0.0	16.0	0.0	0.0	12.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3040.0	28.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	2.0	974.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	7.0	0.0	273.0	0.0	32.0	0.0	25.0	260.0	0.0	105.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
