	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	3	4	5	6	7	8	9
1	0.0	0.9768270944741533	0.9522776572668112	0.9654377880184332	0.9812734082397003	0.9533169533169533	0.9718969555035128	0.9738717339667459	0.9832535885167464	0.9700460829493087	0.951271186440678	0.9716446124763705	0.9667519181585678	0.9733924611973392	0.9548736462093863	0.9671717171717171	0.9727272727272728	0.8974358974358975	0.9596273291925466	0.9727047146401985	0.9758454106280193	0.9620758483033932	0.969811320754717	0.9565217391304348	0.9526627218934911
10	0.9768270944741533	0.0	0.9547511312217195	0.953968253968254	0.9722814498933902	0.9435215946843853	0.963258785942492	0.9560975609756097	0.9724919093851133	0.9653543307086614	0.9555555555555556	0.9513212795549374	0.9663299663299664	0.9368088467614534	0.9507978723404256	0.9648829431438127	0.9310344827586207	0.9683426443202979	0.9638783269961977	0.9787234042553191	0.9485903814262023	0.9435600578871202	0.9261363636363636	0.9744597249508841	0.9519094766619519
11	0.9522776572668112	0.9547511312217195	0.0	0.9442379182156134	0.9817708333333334	0.9143426294820717	0.9723756906077348	0.9662288930581614	0.9735849056603774	0.9595588235294118	0.9113475177304965	0.9640625	0.9623015873015873	0.9625668449197861	0.9424242424242424	0.9667318982387475	0.9476923076923077	0.9642058165548099	0.9441860465116279	0.9630350194552529	0.9637404580152672	0.943801652892562	0.9376996805111821	0.9462102689486552	0.9533011272141707
12	0.9654377880184332	0.953968253968254	0.9442379182156134	0.0	0.9829059829059829	0.9354166666666667	0.9644268774703557	0.9618473895582329	0.9696969696969697	0.9465346534653465	0.9435336976320583	0.9603305785123967	0.9617834394904459	0.9601518026565465	0.957613814756672	0.96	0.954983922829582	0.9662650602409638	0.9552238805970149	0.9753593429158111	0.9654471544715447	0.9273049645390071	0.9430485762144054	0.982051282051282	0.9541595925297114
13	0.9812734082397003	0.9722814498933902	0.9817708333333334	0.9829059829059829	0.0	0.9878787878787879	0.9942028985507246	0.9880952380952381	0.9462025316455697	0.9886039886039886	0.9823232323232324	0.9910714285714286	0.9736842105263158	0.977961432506887	0.9790356394129979	0.9904458598726115	0.9806034482758621	0.979757085020243	0.9615384615384616	0.99375	0.968944099378882	0.973621103117506	0.9728506787330317	0.9719626168224299	0.988479262672811
14	0.9533169533169533	0.9435215946843853	0.9143426294820717	0.9354166666666667	0.9878787878787879	0.0	0.9584199584199584	0.9772256728778468	0.9811715481171548	0.9591002044989775	0.939047619047619	0.9587628865979382	0.9574944071588367	0.9624505928853755	0.9474548440065681	0.9579646017699115	0.9515050167224081	0.9562982005141388	0.9385026737967914	0.9696969696969697	0.9659574468085106	0.9340659340659341	0.9535283993115319	0.9611111111111111	0.9541446208112875
15	0.9718969555035128	0.963258785942492	0.9723756906077348	0.9644268774703557	0.9942028985507246	0.9584199584199584	0.0	0.986	0.973305954825462	0.9683794466403162	0.969258589511754	0.9648829431438127	0.9586956521739131	0.97131931166348	0.9700787401574803	0.9220489977728286	0.9727126805778491	0.9830097087378641	0.9620253164556962	0.9323144104803494	0.9795501022494888	0.9616055846422339	0.9752475247524752	0.978891820580475	0.9479166666666666
16	0.9738717339667459	0.9560975609756097	0.9662288930581614	0.9618473895582329	0.9880952380952381	0.9772256728778468	0.986	0.0	0.9876796714579056	0.9741035856573705	0.9631675874769797	0.9765886287625418	0.9849462365591398	0.9709302325581395	0.9762658227848101	0.9807692307692307	0.967373572593801	0.9852216748768473	0.9823232323232324	0.997920997920998	0.975	0.9629629629629629	0.95578231292517	0.983957219251337	0.979557069846678
17	0.9832535885167464	0.9724919093851133	0.9735849056603774	0.9696969696969697	0.9462025316455697	0.9811715481171548	0.973305954825462	0.9876796714579056	0.0	0.9819639278557114	0.974169741697417	0.9780405405405406	0.9211136890951276	0.974559686888454	0.9421487603305785	0.9760348583877996	0.9737704918032787	0.9694656488549618	0.9496021220159151	0.9828693790149893	0.9680851063829787	0.9716814159292035	0.969439728353141	0.9667590027700831	0.9775474956822107
